date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:03:32	3947/3947	---M--	200	added ('OK')	image/png	etag:%2234a11c80123dcee9179522076ddecbfe%22	https://mvc.mlcdn.com.br/magazinevoce/img/worlds/zattini.png	C:/Meus%20Sites/magalu/mvc.mlcdn.com.br/magazinevoce/img/worlds/zattini.png	(from https://www.magazinevoce.com.br/magazinediegoluan/)
16:03:32	18407/18407	---M--	200	added ('OK')	image/png	etag:%222df5325c3c4e9b11ece9b45ac94ea20e%22	https://mvc.mlcdn.com.br/magazinevoce/img/worlds/social.png	C:/Meus%20Sites/magalu/mvc.mlcdn.com.br/magazinevoce/img/worlds/social.png	(from https://www.magazinevoce.com.br/magazinediegoluan/)
16:03:32	11153/11153	---M--	200	added ('OK')	image/png	etag:%2281b5369182308452babc62ca72b28478%22	https://mvc.mlcdn.com.br/magazinevoce/img/worlds/livros.png	C:/Meus%20Sites/magalu/mvc.mlcdn.com.br/magazinevoce/img/worlds/livros.png	(from https://www.magazinevoce.com.br/magazinediegoluan/)
16:03:32	2124/2124	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jul%202020%2019:03:33%20GMT	https://a-static.mlcdn.com.br/120x150/title-reference/magazineluiza/155554000/5cfdd7f56873acb5d3c0d9641b8c4ac0.jpg	C:/Meus%20Sites/magalu/a-static.mlcdn.com.br/120x150/title-reference/magazineluiza/155554000/5cfdd7f56873acb5d3c0d9641b8c4ac0.jpg	(from https://www.magazinevoce.com.br/magazinediegoluan/)
16:03:33	3008/3008	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jul%202020%2019:03:33%20GMT	https://a-static.mlcdn.com.br/120x150/title-reference/magazineluiza/012299200/421fecadf6c6877d28b146aed476b700.jpg	C:/Meus%20Sites/magalu/a-static.mlcdn.com.br/120x150/title-reference/magazineluiza/012299200/421fecadf6c6877d28b146aed476b700.jpg	(from https://www.magazinevoce.com.br/magazinediegoluan/)
16:03:33	2060/2060	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jul%202020%2019:03:33%20GMT	https://a-static.mlcdn.com.br/120x150/title-reference/magazineluiza/222382700/6c9068020c2a68e3264fb2be6c34a76b.jpg	C:/Meus%20Sites/magalu/a-static.mlcdn.com.br/120x150/title-reference/magazineluiza/222382700/6c9068020c2a68e3264fb2be6c34a76b.jpg	(from https://www.magazinevoce.com.br/magazinediegoluan/)
16:03:33	3636/3636	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jul%202020%2019:03:33%20GMT	https://a-static.mlcdn.com.br/120x150/sofa-retratil-reclinavel-3-lugares-chapeco-catarina/magazineluiza/218309900/5920e0558c6f369d17d40ea0939e2cc5.jpg	C:/Meus%20Sites/magalu/a-static.mlcdn.com.br/120x150/sofa-retratil-reclinavel-3-lugares-chapeco-catarina/magazineluiza/218309900/5920e0558c6f369d17d40ea0939e2cc5.jpg	(from https://www.magazinevoce.com.br/magazinediegoluan/)
16:03:33	3329/3329	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jul%202020%2019:03:34%20GMT	https://a-static.mlcdn.com.br/120x150/title-reference/magazineluiza/213481100/d8be8140e168483487181054c04d2b8a.jpg	C:/Meus%20Sites/magalu/a-static.mlcdn.com.br/120x150/title-reference/magazineluiza/213481100/d8be8140e168483487181054c04d2b8a.jpg	(from https://www.magazinevoce.com.br/magazinediegoluan/)
16:03:34	1403/1403	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jul%202020%2019:03:34%20GMT	https://a-static.mlcdn.com.br/120x150/title-reference/magazineluiza/010038101/d9cf1a9bef41890a6f5d6bd8437d0045.jpg	C:/Meus%20Sites/magalu/a-static.mlcdn.com.br/120x150/title-reference/magazineluiza/010038101/d9cf1a9bef41890a6f5d6bd8437d0045.jpg	(from https://www.magazinevoce.com.br/magazinediegoluan/)
16:03:34	5099/5099	---M--	200	added ('OK')	image/png	etag:%22f8ba604d82c2ae79f7e1a2559b837087e26a3ca7%22	https://i.mlcdn.com.br/selo-ml/60x45/33166310-bc77-11ea-ad0b-2634616b240e.png	C:/Meus%20Sites/magalu/i.mlcdn.com.br/selo-ml/60x45/33166310-bc77-11ea-ad0b-2634616b240e.png	(from https://www.magazinevoce.com.br/magazinediegoluan/)
16:03:35	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2002%20Jul%202020%2019:03:35%20GMT	http://connect.facebook.com/pt_BR/sdk.js	C:/Meus%20Sites/magalu/connect.facebook.com/pt_BR/sdk.29.delayed	(from https://www.magazinevoce.com.br/magazinediegoluan/)
16:03:36	116053/116053	---M-Z	200	added ('OK')	application/javascript	etag:%2235a6184bb3ea9b63105916ba05cf3f52%22	https://mvc.mlcdn.com.br/magazinevoce/bundles/jsStore-637dd0e2533805cf269f.js	C:/Meus%20Sites/magalu/mvc.mlcdn.com.br/magazinevoce/bundles/jsStore-637dd0e2533805cf269f.js	(from https://www.magazinevoce.com.br/magazinediegoluan/)
16:03:36	3224/3224	---M-Z	200	added ('OK')	application/x-javascript	etag:%229b8d89c83f1d0945230a438413fbcd44%22	https://connect.facebook.net/pt_BR/sdk.js	C:/Meus%20Sites/magalu/connect.facebook.net/pt_BR/sdk.js	(from https://www.magazinevoce.com.br/magazinediegoluan/)
16:03:36	661/661	---M--	200	added ('OK')	image/gif	etag:%2261454fdb2c0ae9b5e6ea8a7351ef3b0d%22	https://mvc.mlcdn.com.br/magazinevoce/img/common/avatar-magazine-voce.gif?1584647055	C:/Meus%20Sites/magalu/mvc.mlcdn.com.br/magazinevoce/img/common/avatar-magazine-voce5ca0.gif	(from https://mvc.mlcdn.com.br/magazinevoce/bundles/cssBase-637dd0e2533805cf269f.css)
16:03:37	445/445	---M--	200	added ('OK')	image/png	etag:%2217ac48335b2ea6a7e85fd9b5e5dc9752%22	https://mvc.mlcdn.com.br/magazinevoce/img/common/bg-banner.png?1584647055	C:/Meus%20Sites/magalu/mvc.mlcdn.com.br/magazinevoce/img/common/bg-banner5ca0.png	(from https://mvc.mlcdn.com.br/magazinevoce/bundles/cssBase-637dd0e2533805cf269f.css)
16:03:37	1363/1363	---M--	200	added ('OK')	image/png	etag:%225d4323559a03b53cb6d09256bc0e8f5d%22	https://mvc.mlcdn.com.br/magazinevoce/img/common/arrow-banner-next.png?1584647055	C:/Meus%20Sites/magalu/mvc.mlcdn.com.br/magazinevoce/img/common/arrow-banner-next5ca0.png	(from https://mvc.mlcdn.com.br/magazinevoce/bundles/cssBase-637dd0e2533805cf269f.css)
16:03:37	1799/1799	---M--	200	added ('OK')	image/png	etag:%22451fd1dde222267e59554ccfb455834c%22	https://mvc.mlcdn.com.br/magazinevoce/img/common/arrow-banner-prev.png?1584647055	C:/Meus%20Sites/magalu/mvc.mlcdn.com.br/magazinevoce/img/common/arrow-banner-prev5ca0.png	(from https://mvc.mlcdn.com.br/magazinevoce/bundles/cssBase-637dd0e2533805cf269f.css)
16:03:38	3187/3187	---M--	200	added ('OK')	image/png	etag:%22839b7195feef15a90151c29d9227c09b%22	https://mvc.mlcdn.com.br/magazinevoce/img/common/bg-center-banner.png?1584647055	C:/Meus%20Sites/magalu/mvc.mlcdn.com.br/magazinevoce/img/common/bg-center-banner5ca0.png	(from https://mvc.mlcdn.com.br/magazinevoce/bundles/cssBase-637dd0e2533805cf269f.css)
16:03:38	2351/2351	---M--	200	added ('OK')	image/png	etag:%22011837b291aafb0d7a743754c0f2cb2d%22	https://mvc.mlcdn.com.br/magazinevoce/img/common/bg-center-banner-mobile.png?1584647055	C:/Meus%20Sites/magalu/mvc.mlcdn.com.br/magazinevoce/img/common/bg-center-banner-mobile5ca0.png	(from https://mvc.mlcdn.com.br/magazinevoce/bundles/cssBase-637dd0e2533805cf269f.css)
16:03:38	1479321/1479321	---M-Z	200	added ('OK')	application/javascript	etag:%22d18ce6947f2fae06055794ea55bd3c2b%22	https://mvc.mlcdn.com.br/magazinevoce/bundles/jsBase-637dd0e2533805cf269f.js	C:/Meus%20Sites/magalu/mvc.mlcdn.com.br/magazinevoce/bundles/jsBase-637dd0e2533805cf269f.js	(from https://www.magazinevoce.com.br/magazinediegoluan/)
16:03:38	2073/2073	---M--	200	added ('OK')	image/png	etag:%229f32701dc7d5de4df85e403506b66c77%22	https://mvc.mlcdn.com.br/magazinevoce/img/common/logo-ebit.png?1584647055	C:/Meus%20Sites/magalu/mvc.mlcdn.com.br/magazinevoce/img/common/logo-ebit5ca0.png	(from https://mvc.mlcdn.com.br/magazinevoce/bundles/cssBase-637dd0e2533805cf269f.css)
16:03:39	529/529	---M--	200	added ('OK')	image/gif	etag:%221b6ec881236c75b4e0bb26dd0c77a2d9%22	https://mvc.mlcdn.com.br/magazinevoce/img/loader/loader.gif?1584647055	C:/Meus%20Sites/magalu/mvc.mlcdn.com.br/magazinevoce/img/loader/loader5ca0.gif	(from https://mvc.mlcdn.com.br/magazinevoce/bundles/cssBase-637dd0e2533805cf269f.css)
16:03:39	120/120	---M--	200	added ('OK')	image/png	etag:%225c0e9d6d335737dcf11c45d7b89698c6%22	https://mvc.mlcdn.com.br/magazinevoce/img/common/message-bg.png?1584647055	C:/Meus%20Sites/magalu/mvc.mlcdn.com.br/magazinevoce/img/common/message-bg5ca0.png	(from https://mvc.mlcdn.com.br/magazinevoce/bundles/cssBase-637dd0e2533805cf269f.css)
16:03:39	2335/2335	---M--	200	added ('OK')	image/gif	etag:%225f24d08ab66cddc18128e60f22783e43%22	https://mvc.mlcdn.com.br/magazinevoce/img/loader/loader3.gif?1584647055	C:/Meus%20Sites/magalu/mvc.mlcdn.com.br/magazinevoce/img/loader/loader35ca0.gif	(from https://mvc.mlcdn.com.br/magazinevoce/bundles/cssBase-637dd0e2533805cf269f.css)
